Product keyword,TrexIDV2,Seller Facing Fee Category,Risk Factor
vocal effects processors,av_production_devices,Music instruments,Low Risk
professional video recorder decks,av_production_devices,Music instruments,Low Risk
snow special effects machines,av_production_devices,Music instruments,Low Risk
teleprompters,av_production_equipment,Music instruments,Low Risk
mirror balls and accessories,av_production_equipment,Music instruments,Low Risk
sound damping products,av_production_equipment,Music instruments,Low Risk
studio and stage powered speaker cabinets,av_production_equipment,Music instruments,Low Risk
studio and stage speaker stands,av_production_equipment,Music instruments,Low Risk
studio and stage unpowered speaker cabinets,av_production_equipment,Music instruments,Low Risk
unpowered audio mixers,av_production_equipment,Music instruments,Low Risk
studio and stage speaker bags cases and covers,av_production_equipment,Music instruments,Low Risk
dj mixer bags and cases,bags_cases_instruments,Music instruments,Low Risk
instrument amplifier bags cases and covers,bags_cases_instruments,Music instruments,Low Risk
piano and keyboard cases and covers,bags_cases_instruments,Music instruments,Low Risk
acoustic and classical guitar bags and cases,bags_cases_instruments,Music instruments,Low Risk
drum set bags cases and covers,bags_cases_instruments,Music instruments,Low Risk
electric guitar bags and cases,bags_cases_instruments,Music instruments,Low Risk
violin bags and cases,bags_cases_instruments,Music instruments,Low Risk
accordions,instruments_incl_accessories,Music instruments,Low Risk
banjos,instruments_incl_accessories,Music instruments,Low Risk
cajons,instruments_incl_accessories,Music instruments,Low Risk
clarinets,instruments_incl_accessories,Music instruments,Low Risk
djembes,instruments_incl_accessories,Music instruments,Low Risk
harmonicas,instruments_incl_accessories,Music instruments,Low Risk
mandolins,instruments_incl_accessories,Music instruments,Low Risk
melodicas,instruments_incl_accessories,Music instruments,Low Risk
metronomes,instruments_incl_accessories,Music instruments,Low Risk
ocarinas,instruments_incl_accessories,Music instruments,Low Risk
saxophones,instruments_incl_accessories,Music instruments,Low Risk
shofars,instruments_incl_accessories,Music instruments,Low Risk
trombones,instruments_incl_accessories,Music instruments,Low Risk
ukuleles,instruments_incl_accessories,Music instruments,Low Risk
accessories for musicians,instruments_incl_accessories,Music instruments,Low Risk
acoustic cellos,instruments_incl_accessories,Music instruments,Low Risk
acoustic electric guitars,instruments_incl_accessories,Music instruments,Low Risk
acoustic guitar packages,instruments_incl_accessories,Music instruments,Low Risk
acoustic guitar pickups and pickup covers,instruments_incl_accessories,Music instruments,Low Risk
acoustic guitars,instruments_incl_accessories,Music instruments,Low Risk
acoustic guitar stands,instruments_incl_accessories,Music instruments,Low Risk
acoustic guitar strings,instruments_incl_accessories,Music instruments,Low Risk
acoustic violins,instruments_incl_accessories,Music instruments,Low Risk
bass drum pedals,instruments_incl_accessories,Music instruments,Low Risk
b flat clarinets,instruments_incl_accessories,Music instruments,Low Risk
cello strings,instruments_incl_accessories,Music instruments,Low Risk
classical guitars,instruments_incl_accessories,Music instruments,Low Risk
cymbal variety packages,instruments_incl_accessories,Music instruments,Low Risk
drum sets,instruments_incl_accessories,Music instruments,Low Risk
drum set snare drums,instruments_incl_accessories,Music instruments,Low Risk
drum set thrones,instruments_incl_accessories,Music instruments,Low Risk
drumsticks percussion instrument accessories,instruments_incl_accessories,Music instruments,Low Risk
electric bass guitars,instruments_incl_accessories,Music instruments,Low Risk
electric guitar amplifier combos,instruments_incl_accessories,Music instruments,Low Risk
electric guitar bridges and bridge parts,instruments_incl_accessories,Music instruments,Low Risk
electric guitar delay and reverb effects,instruments_incl_accessories,Music instruments,Low Risk
electric guitar distortion and overdrive effects,instruments_incl_accessories,Music instruments,Low Risk
electric guitar electronics,instruments_incl_accessories,Music instruments,Low Risk
electric guitar floor multi effects,instruments_incl_accessories,Music instruments,Low Risk
electric guitar looper and sampler effects,instruments_incl_accessories,Music instruments,Low Risk
electric guitar packages,instruments_incl_accessories,Music instruments,Low Risk
electric guitar pickups and pickup covers,instruments_incl_accessories,Music instruments,Low Risk
electric guitar single effects,instruments_incl_accessories,Music instruments,Low Risk
electric guitar stands,instruments_incl_accessories,Music instruments,Low Risk
electric guitar strings,instruments_incl_accessories,Music instruments,Low Risk
electric guitar tuning keys,instruments_incl_accessories,Music instruments,Low Risk
electronic drum pads,instruments_incl_accessories,Music instruments,Low Risk
electronic drum sets,instruments_incl_accessories,Music instruments,Low Risk
electronic keyboard pedals and footswitches,instruments_incl_accessories,Music instruments,Low Risk
electronic keyboard stands,instruments_incl_accessories,Music instruments,Low Risk
electronic piano and keyboard power supplies,instruments_incl_accessories,Music instruments,Low Risk
flutes musical instruments,instruments_incl_accessories,Music instruments,Low Risk
guitar accessories and parts,instruments_incl_accessories,Music instruments,Low Risk
guitar capos,instruments_incl_accessories,Music instruments,Low Risk
guitar cleaning and care products,instruments_incl_accessories,Music instruments,Low Risk
guitar pedalboards,instruments_incl_accessories,Music instruments,Low Risk
guitar picks,instruments_incl_accessories,Music instruments,Low Risk
guitar stands,instruments_incl_accessories,Music instruments,Low Risk
guitar straps,instruments_incl_accessories,Music instruments,Low Risk
guitar tools,instruments_incl_accessories,Music instruments,Low Risk
guitar tuners,instruments_incl_accessories,Music instruments,Low Risk
handheld tambourines,instruments_incl_accessories,Music instruments,Low Risk
hollow body electric guitars,instruments_incl_accessories,Music instruments,Low Risk
instrument amplifier tubes,instruments_incl_accessories,Music instruments,Low Risk
multiple guitar stands,instruments_incl_accessories,Music instruments,Low Risk
musical instruments equipment and accessories,instruments_incl_accessories,Music instruments,Low Risk
music stand lights,instruments_incl_accessories,Music instruments,Low Risk
music stands,instruments_incl_accessories,Music instruments,Low Risk
percussion practice devices,instruments_incl_accessories,Music instruments,Low Risk
player piano equipment and accessories,instruments_incl_accessories,Music instruments,Low Risk
recorders wind instruments,instruments_incl_accessories,Music instruments,Low Risk
singing bowls,instruments_incl_accessories,Music instruments,Low Risk
solid body electric guitars,instruments_incl_accessories,Music instruments,Low Risk
standard trumpets,instruments_incl_accessories,Music instruments,Low Risk
steel drums,instruments_incl_accessories,Music instruments,Low Risk
steel string acoustic guitars,instruments_incl_accessories,Music instruments,Low Risk
thumb pianos,instruments_incl_accessories,Music instruments,Low Risk
tuning devices,instruments_incl_accessories,Music instruments,Low Risk
ukulele accessories and parts,instruments_incl_accessories,Music instruments,Low Risk
violin bows,instruments_incl_accessories,Music instruments,Low Risk
violin parts,instruments_incl_accessories,Music instruments,Low Risk
violin shoulder and chin rests,instruments_incl_accessories,Music instruments,Low Risk
violin strings,instruments_incl_accessories,Music instruments,Low Risk
single guitar stands,instruments_incl_accessories,Music instruments,Low Risk
digital pianos,instruments_keyboards,Music instruments,Low Risk
home digital pianos,instruments_keyboards,Music instruments,Low Risk
portable and arranger keyboards,instruments_keyboards,Music instruments,Low Risk
portable keyboards,instruments_keyboards,Music instruments,Low Risk
stage digital pianos,instruments_keyboards,Music instruments,Low Risk
synthesizer and workstation keyboards,instruments_keyboards,Music instruments,Low Risk
bookmarks,books_accessories,Office Products,Low Risk
bible covers,books_accessories,Office Products,Low Risk
office desk bookends,books_accessories,Office Products,Low Risk
academic awards and incentives supplies,education_supplies,Office Products,Low Risk
childrens counting learning aids,education_supplies,Office Products,Low Risk
classroom pocket charts,education_supplies,Office Products,Low Risk
educational prints,education_supplies,Office Products,Low Risk
reading and writing educational supplies,education_supplies,Office Products,Low Risk
school curriculum sets,education_supplies,Office Products,Low Risk
social studies accessories,education_supplies,Office Products,Low Risk
special needs educational supplies,education_supplies,Office Products,Low Risk
sports award medals,education_supplies,Office Products,Low Risk
sports award trophies,education_supplies,Office Products,Low Risk
teachers grade books,education_supplies,Office Products,Low Risk
teaching materials,education_supplies,Office Products,Low Risk
test preparation educational supplies,education_supplies,Office Products,Low Risk
educational wall banners,education_supplies,Office Products,Low Risk
educational wall borders,education_supplies,Office Products,Low Risk
science education charts and posters,education_supplies,Office Products,Low Risk
sports award plaques,education_supplies,Office Products,Low Risk
calculators,electronics_calculators,Office Products,Low Risk
calculator accessories,electronics_calculators,Office Products,Low Risk
financial calculators,electronics_calculators,Office Products,Low Risk
graphing calculators,electronics_calculators,Office Products,Low Risk
scientific calculators,electronics_calculators,Office Products,Low Risk
desktop thermal label printers,electronics_printers_office,Office Products,Low Risk
label makers,electronics_printers_office,Office Products,Low Risk
receipt printers,electronics_printers_office,Office Products,Low Risk
office storage lockers,fixtures_lockers_commercial,Office Products,Low Risk
classroom lockers,fixtures_lockers_commercial,Office Products,Low Risk
chalkboards,fixtures_wall_boards,Office Products,Low Risk
easel style dry erase boards,fixtures_wall_boards,Office Products,Low Risk
bulletin boards,fixtures_wall_boards,Office Products,Low Risk
changeable letter boards,fixtures_wall_boards,Office Products,Low Risk
combination presentation and display boards,fixtures_wall_boards,Office Products,Low Risk
dry erase boards,fixtures_wall_boards,Office Products,Low Risk
electronic white boards,fixtures_wall_boards,Office Products,Low Risk
magnetic message boards,fixtures_wall_boards,Office Products,Low Risk
ordinary display boards,fixtures_wall_boards,Office Products,Low Risk
planning boards,fixtures_wall_boards,Office Products,Low Risk
pegboard sheets,fixtures_wall_boards,Office Products,Low Risk
pagers,office_devices,Office Products,Low Risk
bar code scanners,office_devices,Office Products,Low Risk
bill counters,office_devices,Office Products,Low Risk
binding machines,office_devices,Office Products,Low Risk
business card scanners,office_devices,Office Products,Low Risk
cash registers,office_devices,Office Products,Low Risk
counterfeit bill detectors,office_devices,Office Products,Low Risk
electronic cash registers,office_devices,Office Products,Low Risk
magnetic stripe readers,office_devices,Office Products,Low Risk
office electronics,office_devices,Office Products,Low Risk
paper folding machines,office_devices,Office Products,Low Risk
paper shredders,office_devices,Office Products,Low Risk
presentation pointers,office_devices,Office Products,Low Risk
printer cutters,office_devices,Office Products,Low Risk
time clocks,office_devices,Office Products,Low Risk
clipboards,office_equipment,Office Products,Low Risk
scissors,office_equipment,Office Products,Low Risk
business stamps,office_equipment,Office Products,Low Risk
business stamps and print kits,office_equipment,Office Products,Low Risk
clear tape dispensers,office_equipment,Office Products,Low Risk
coin sorters and counters,office_equipment,Office Products,Low Risk
desk staplers,office_equipment,Office Products,Low Risk
heavy duty desk staplers,office_equipment,Office Products,Low Risk
letter openers,office_equipment,Office Products,Low Risk
office desk call bells,office_equipment,Office Products,Low Risk
office memo holders,office_equipment,Office Products,Low Risk
office stapler products,office_equipment,Office Products,Low Risk
packing tape dispensers,office_equipment,Office Products,Low Risk
paper clip dispensers,office_equipment,Office Products,Low Risk
paper punches,office_equipment,Office Products,Low Risk
punch staplers,office_equipment,Office Products,Low Risk
rotary paper trimmers,office_equipment,Office Products,Low Risk
stack paper trimmers,office_equipment,Office Products,Low Risk
staple removers,office_equipment,Office Products,Low Risk
tag attacher guns,office_equipment,Office Products,Low Risk
identity protection and security stamps,office_equipment,Office Products,Low Risk
students round edge scissors,office_equipment,Office Products,Low Risk
footrests,office_equipment_ergonomics,Office Products,Low Risk
computing wrist rests,office_equipment_ergonomics,Office Products,Low Risk
lap desks,office_equipment_ergonomics,Office Products,Low Risk
office keyboard drawers,office_equipment_ergonomics,Office Products,Low Risk
account books,office_notebooks_pads,Office Products,Low Risk
art sketchbooks and notebooks,office_notebooks_pads,Office Products,Low Risk
childrens drawing pads and books,office_notebooks_pads,Office Products,Low Risk
childrens journals and notebooks,office_notebooks_pads,Office Products,Low Risk
composition notebooks,office_notebooks_pads,Office Products,Low Risk
event guestbooks,office_notebooks_pads,Office Products,Low Risk
hardcover executive notebooks,office_notebooks_pads,Office Products,Low Risk
legal ruled writing pads,office_notebooks_pads,Office Products,Low Risk
memo paper pads,office_notebooks_pads,Office Products,Low Risk
personal organizers,office_notebooks_pads,Office Products,Low Risk
planning pads,office_notebooks_pads,Office Products,Low Risk
recipe holders,office_notebooks_pads,Office Products,Low Risk
record books,office_notebooks_pads,Office Products,Low Risk
science laboratory notebooks,office_notebooks_pads,Office Products,Low Risk
stationery notepads,office_notebooks_pads,Office Products,Low Risk
steno notepads,office_notebooks_pads,Office Products,Low Risk
storybook sketch pads,office_notebooks_pads,Office Products,Low Risk
subject notebooks,office_notebooks_pads,Office Products,Low Risk
wirebound notebooks,office_notebooks_pads,Office Products,Low Risk
check registers,office_notebooks_pads,Office Products,Low Risk
childrens diaries journals and notebooks,office_notebooks_pads,Office Products,Low Risk
telephone and address books,office_notebooks_pads,Office Products,Low Risk
collectible trading card cases,office_organizers_desk,Office Products,Low Risk
collectible trading card protective sleeves,office_organizers_desk,Office Products,Low Risk
sports related trading card storage boxes,office_organizers_desk,Office Products,Low Risk
sports related trading card sleeves,office_organizers_desk,Office Products,Low Risk
business card holders,office_organizers_desk,Office Products,Low Risk
desktop book stands,office_organizers_desk,Office Products,Low Risk
desktop shelves,office_organizers_desk,Office Products,Low Risk
document holders,office_organizers_desk,Office Products,Low Risk
literature organizers,office_organizers_desk,Office Products,Low Risk
